EC_number	Organism_name	Protein_file	Mol_file	pH	Temperature	Km_value_with_ref
4.1.2.51	Picrophilus torridus	4UXD.pdb	mol_8.sdf	6.2	60°C	[(0.4, '1'), (0.3, '1')]
4.1.2.53	Escherichia coli	2VWT.pdb	mol_5031.sdf	8	25°C	[(0.15, '3'), (0.1, '3')]
4.1.3.1	Dianthus caryophyllus	1ZLP.pdb	mol_5044.sdf	7.5	25°C	[(0.53, '61'), (0.45, '61')]
4.1.3.1	Dianthus caryophyllus	1ZLP.pdb	mol_5045.sdf	7.5	25°C	[(0.029, '61'), (0.026, '61')]
4.1.3.24	Cereibacter sphaeroides	4L9Z.pdb	mol_304.sdf	-----	30°C	[(4.1, '14'), (3.1, '14')]
4.1.3.3	Staphylococcus aureus	5LKY.pdb	mol_2803.sdf	7.4	30°C	[(0.036, '59'), (0.023, '59')]
4.1.3.32	Aspergillus niger	3FA3.pdb	mol_300.sdf	-----	-----	[(0.234, '6'), (0.22, "{6: 'Structure and function of 2,3-dimethylmalate lyase, a PEP mutase/isocitrate lyase superfamily member. J. Mol,2009'}")]
4.1.3.4	Homo sapiens	2CW6.pdb	mol_5071.sdf	-----	37°C	[(0.07, '28'), (0.058, '28')]
4.1.99.12	Streptococcus pneumoniae	3LQU.pdb	mol_3297.sdf	7.5	37°C	[(0.181, '24'), (0.116, '21')]
4.1.99.12	Salmonella enterica subsp. enterica serovar Typhimurium	3LQU.pdb	mol_3297.sdf	7.5	37°C	[(0.181, '24'), (0.116, '21')]
4.2.1.1	Methanosarcina thermophila	1QRE.pdb	mol_1136.sdf	7.5	37°C	[(21.8, '94'), (16.7, '94')]
4.2.1.1	Homo sapiens	6G9U.pdb	mol_1136.sdf	-----	-----	[(7.3, "{223: 'Biochemical characterization of CA IX, one of the most active carbonic anhydrase isozymes. J. Biol,2008'}"), (7.0, '223')]
4.2.1.10	Butyrivibrio crossotus	6HSA.pdb	mol_5083.sdf	-----	-----	[(0.1071, '71'), (0.0679, '71')]
4.2.1.10	Bacillus subtilis	6HSA.pdb	mol_5083.sdf	-----	-----	[(0.1071, '71'), (0.0679, '71')]
4.2.1.22	Lactiplantibacillus plantarum	5B1H.pdb	mol_721.sdf	7.5	37°C	[(8.9, '149'), (5.9, '149')]
4.2.1.47	Homo sapiens	6GPK.pdb	mol_2154.sdf	8	-----	[(0.00364, '14'), (0.0035, '14')]
4.2.1.53	Elizabethkingia meningoseptica	4UIR.pdb	mol_5120.sdf	8	30°C	[(0.3, '4'), (0.21, '4')]
4.2.2.11	Persicobacter sp. CCB-QB2	7D2A.pdb	mol_5137.sdf	7	23°C	[(2.42, '58'), (1.39, '58'), (1.46, '58')]
4.2.3.7	Streptomyces exfoliatus	6WKD.pdb	mol_2450.sdf	8.2	30°C	[(0.00031, '5'), (0.0003, '8')]
4.3.1.1	Bacillus sp. (in: Bacteria)	3R6V.pdb	mol_1367.sdf	7.5	-----	[(244.0, "{64: 'Immobilized L-aspartate ammonia-lyase from Bacillus sp. YM55-1 as biocatalyst for highly concentrated L-aspartate synthesis. Bioprocess Biosyst,2012'}"), (213.0, "{64: 'Immobilized L-aspartate ammonia-lyase from Bacillus sp. YM55-1 as biocatalyst for highly concentrated L-aspartate synthesis. Bioprocess Biosyst,2012'}")]
4.3.1.15	Salmonella enterica subsp. enterica serovar Typhimurium	5YGR.pdb	mol_5170.sdf	7.4	30°C	[(0.3, '8'), (0.279, '8')]
4.3.3.7	Escherichia coli	7JZG.pdb	mol_293.sdf	8	30°C	[(0.37, '56'), (0.26, "{26: 'The crystal structure of three site-directed mutants of Escherichia coli dihydrodipicolinate synthase: further evidence for a catalytic triad. J. Mol,2004', 29: 'Dihydrodipicolinate synthase (DHDPS) from Escherichia coli displays partial mixed inhibition with respect to its first substrate, pyruvate,2004', 42: 'Mutating the tight-dimer interface of dihydrodipicolinate synthase disrupts the enzyme quaternary structure: toward a monomeric enzyme,2008', 57: 'Cloning and characterisation of dihydrodipicolinate synthase from the pathogen Neisseria meningitidis. Biochim. Biophys,2009'}")]
4.3.3.7	Escherichia coli	7JZG.pdb	mol_293.sdf	-----	-----	[(0.36, '56'), (0.26, "{26: 'The crystal structure of three site-directed mutants of Escherichia coli dihydrodipicolinate synthase: further evidence for a catalytic triad. J. Mol,2004', 29: 'Dihydrodipicolinate synthase (DHDPS) from Escherichia coli displays partial mixed inhibition with respect to its first substrate, pyruvate,2004', 42: 'Mutating the tight-dimer interface of dihydrodipicolinate synthase disrupts the enzyme quaternary structure: toward a monomeric enzyme,2008', 57: 'Cloning and characterisation of dihydrodipicolinate synthase from the pathogen Neisseria meningitidis. Biochim. Biophys,2009'}")]
4.3.3.7	Staphylococcus aureus	3DI1.pdb	mol_293.sdf	-----	-----	[(0.12, '48'), (0.11, '49')]
4.3.3.7	Staphylococcus aureus	3DI1.pdb	mol_5209.sdf	-----	-----	[(0.33, '48'), (0.22, '49')]
4.3.3.7	Escherichia coli	7JZG.pdb	mol_293.sdf	-----	30°C	[(0.26, "{26: 'The crystal structure of three site-directed mutants of Escherichia coli dihydrodipicolinate synthase: further evidence for a catalytic triad. J. Mol,2004', 29: 'Dihydrodipicolinate synthase (DHDPS) from Escherichia coli displays partial mixed inhibition with respect to its first substrate, pyruvate,2004', 42: 'Mutating the tight-dimer interface of dihydrodipicolinate synthase disrupts the enzyme quaternary structure: toward a monomeric enzyme,2008', 57: 'Cloning and characterisation of dihydrodipicolinate synthase from the pathogen Neisseria meningitidis. Biochim. Biophys,2009'}"), (0.16, "{26: 'The crystal structure of three site-directed mutants of Escherichia coli dihydrodipicolinate synthase: further evidence for a catalytic triad. J. Mol,2004', 42: 'Mutating the tight-dimer interface of dihydrodipicolinate synthase disrupts the enzyme quaternary structure: toward a monomeric enzyme,2008', 55: 'Exploring the dihydrodipicolinate synthase tetramer: how resilient is the dimer-dimer interface?. Arch. Biochem,2010', 70: 'Characterization of monomeric dihydrodipicolinate synthase variant reveals the importance of substrate binding in optimizing oligomerization. Biochim. Biophys,2011'}")]
4.4.1.1	Homo sapiens	3COG.pdb	mol_1685.sdf	-----	-----	[(7.0, '63'), (5.4, '63')]
4.4.1.1	Homo sapiens	3COG.pdb	mol_5210.sdf	-----	-----	[(0.6, "{63: 'Kinetic properties of polymorphic variants and pathogenic mutants in human cystathionine gamma-lyase,2008'}"), (0.4, '63')]
4.4.1.1	Homo sapiens	3COG.pdb	mol_721.sdf	-----	-----	[(3.5, '63'), (3.4, '63')]
4.4.1.11	Citrobacter freundii	3MKJ.pdb	mol_2486.sdf	-----	-----	[(0.56, '40,60'), (0.54, '40')]
4.4.1.11	Citrobacter freundii	3MKJ.pdb	mol_1016.sdf	-----	-----	[(0.71, "{40: 'A gene encoding L-methionine gamma-lyase is present in Enterobacteriaceae family genomes: identification and characterization of Citrobacter freundii L-methionine gamma-lyase. J,2005', 44: 'L-methionine gamma-lyase from Citrobacter freundii: cloning of the gene and kinetic parameters of the enzyme,2006'}"), (0.61, '40,60')]
4.4.1.11	Citrobacter freundii	3MKJ.pdb	mol_5076.sdf	-----	-----	[(0.19, '40'), (0.18, "{40: 'A gene encoding L-methionine gamma-lyase is present in Enterobacteriaceae family genomes: identification and characterization of Citrobacter freundii L-methionine gamma-lyase. J,2005', 44: 'L-methionine gamma-lyase from Citrobacter freundii: cloning of the gene and kinetic parameters of the enzyme,2006'}")]
4.4.1.11	Citrobacter freundii	3MKJ.pdb	mol_721.sdf	-----	-----	[(0.18, "{40: 'A gene encoding L-methionine gamma-lyase is present in Enterobacteriaceae family genomes: identification and characterization of Citrobacter freundii L-methionine gamma-lyase. J,2005', 60: 'Microbial L-methioninase: production, molecular characterization, and therapeutic applications. Appl. Microbiol,2010', 69: 'Identification of an L-methionine gamma-lyase involved in the production of hydrogen sulfide from L-cysteine in Fusobacterium nucleatum subsp. nucleatum ATCC 25586,2011'}"), (0.16, "{40: 'A gene encoding L-methionine gamma-lyase is present in Enterobacteriaceae family genomes: identification and characterization of Citrobacter freundii L-methionine gamma-lyase. J,2005', 44: 'L-methionine gamma-lyase from Citrobacter freundii: cloning of the gene and kinetic parameters of the enzyme,2006'}")]
4.4.1.11	Citrobacter freundii	3MKJ.pdb	mol_5212.sdf	-----	-----	[(1.1, "{40: 'A gene encoding L-methionine gamma-lyase is present in Enterobacteriaceae family genomes: identification and characterization of Citrobacter freundii L-methionine gamma-lyase. J,2005', 60: 'Microbial L-methioninase: production, molecular characterization, and therapeutic applications. Appl. Microbiol,2010', 74: 'The role of amino acid residues in the active site of L-methionine gamma-lyase from Pseudomonas putida. Biosci. Biotechnol,2012'}"), (0.97, "{40: 'A gene encoding L-methionine gamma-lyase is present in Enterobacteriaceae family genomes: identification and characterization of Citrobacter freundii L-methionine gamma-lyase. J,2005', 67: 'Kinetic and spectral parameters of interaction of Citrobacter freundii methionine gamma-lyase with amino acids,2010'}")]
4.6.1.17	Escherichia coli	4PYD.pdb	mol_5246.sdf	-----	-----	[(0.00025, '7'), (0.00021, '7')]
4.98.1.1	Homo sapiens	3HCN.pdb	mol_5261.sdf	-----	37°C	[(0.018, '70'), (0.0114, '70')]
4.98.1.1	Homo sapiens	3HCN.pdb	mol_5262.sdf	-----	-----	[(0.0121, '68'), (0.0094, '68')]
4.98.1.1	Homo sapiens	3HCN.pdb	mol_5263.sdf	-----	37°C	[(0.0093, '70'), (0.0085, '70')]
4.98.1.1	Homo sapiens	3HCN.pdb	mol_825.sdf	-----	-----	[(0.0119, "{68: 'Production and characterization of erythropoietic protoporphyric heterodimeric ferrochelatases,2005', 81: 'Altered orientation of active site residues in variants of human ferrochelatase. Evidence for a hydrogen bond network involved in catalysis,2007'}"), (0.0114, '68')]
5.1.2.2	Pseudomonas putida	4X2P.pdb	mol_557.sdf	7.5	25°C	[(1.07, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008'}"), (1.0, '46,48'), (0.97, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008'}")]
5.1.2.2	Pseudomonas putida	4X2P.pdb	mol_391.sdf	7.5	25°C	[(1.47, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008'}"), (1.2, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008', 46: 'Redefining the minimal substrate tolerance of mandelate racemase. Racemization of trifluorolactate,2011', 48: 'Potent inhibition of mandelate racemase by a fluorinated substrate-product analogue with a novel binding mode,2014'}")]
5.3.1.1	Saccharomyces cerevisiae	7TIM.pdb	mol_1162.sdf	7.5	25°C	[(1.1, "{50: 'The importance of the conserved Arg191-Asp227 salt bridge of triosephosphate isomerase for folding, stability, and catalysis,2002', 61: 'Conserved cysteine 126 in triosephosphate isomerase is required not for enzymatic activity but for proper folding and stability,2004', 132: 'The role of Lys-12 in catalysis by triosephosphate isomerase: a two-part substrate approach,2010'}"), (1.0, "{97: 'Unraveling the mechanisms of tryptophan fluorescence quenching in the triosephosphate isomerase from Giardia lamblia. Biochim. Biophys,2008', 137: 'Probing the role of the fully conserved Cys126 in triosephosphate isomerase by site-specific mutagenesis--distal effects on dimer stability,2011', 168: 'Role of loop-clamping side chains in catalysis by triosephosphate isomerase. J. Am. Chem,2015'}")]
5.3.1.24	Streptomyces coelicolor	5DN1.pdb	mol_5314.sdf	-----	-----	[(0.005, '34'), (0.004, '34')]
5.3.1.9	Pyrococcus furiosus	1X82.pdb	mol_200.sdf	7	50°C	[(2.0, '45'), (1.99, "{45: 'The phosphoglucose isomerase from the hyperthermophilic archaeon Pyrococcus furiosus is a unique glycolytic enzyme that belongs to the cupin superfamily. J. Biol,2001'}")]
5.3.1.9	Pyrococcus furiosus	1X82.pdb	mol_139.sdf	7	50°C	[(0.63, '45'), (0.42, '45')]
5.3.2.1	Mus musculus	1MFI.pdb	mol_5323.sdf	6.5	23°C	[(0.2, '8,11'), (0.17, '10')]
5.3.3.2	Saccharolobus shibatae	3B05.pdb	mol_35.sdf	-----	-----	[(0.0904, '33'), (0.0874, '33')]
5.3.99.3	Homo sapiens	4AL0.pdb	mol_695.sdf	-----	-----	[(0.75, '14'), (0.6, '14')]
5.3.99.4	Homo sapiens	3B6H.pdb	mol_5343.sdf	7.5	23°C	[(0.065, '38'), (0.059, '38')]
5.4.99.11	Erwinia rhapontici	4HOX.pdb	mol_2079.sdf	-----	30°C	[(0.257, '38'), (0.222, '38')]
6.1.1.1	Escherichia coli	6HB5.pdb	mol_709.sdf	7.2	37°C	[(0.00845, '102'), (0.00678, '102'), (0.00713, '102'), (0.00728, '102'), (0.00669, '102')]
6.1.1.3	Escherichia coli	1TKE.pdb	mol_105.sdf	7.2	37°C	[(0.18, '28'), (0.11, "{28: 'Zinc ion mediated amino acid discrimination by threonyl-tRNA synthetase. Nat. Struct,2000', 32: 'A unique hydrophobic cluster near the active site contributes to differences in borrelidin inhibition among threonyl-tRNA synthetases. J. Biol,2005', 34: 'A freestanding proofreading domain is required for protein synthesis quality control in archaea. Proc. Natl. Acad. Sci,2004'}")]
6.1.1.3	Escherichia coli	1TKE.pdb	mol_106.sdf	7.2	37°C	[(142.0, '28'), (81.5, '28')]
6.1.1.6	Geobacillus stearothermophilus	3A74.pdb	mol_810.sdf	8	30°C	[(0.041, '34'), (0.023, '34')]
6.3.1.21	Escherichia coli	1KJQ.pdb	mol_810.sdf	8	25°C	[(0.077, '3'), (0.045, '2,3')]
6.3.2.17	Escherichia coli	1W78.pdb	mol_5472.sdf	9.8	-----	[(0.3, '75'), (0.292, '75')]
6.3.2.2	Escherichia coli	1VA6.pdb	mol_721.sdf	-----	-----	[(0.1, "{35: 'The enzymes of glutathione synthesis: gamma-glutamylcysteine synthetase. Adv. Enzymol. Relat. Areas Mol,1999', 60: 'Expression and purification human g-glutamylcysteine synthetase. Protein Expr,1998'}"), (0.09, '35')]
6.3.4.6	Kluyveromyces lactis	3VA7.pdb	mol_4634.sdf	8	-----	[(0.255, '22'), (0.246, '22')]
6.3.5.2	Escherichia coli	1GPM.pdb	mol_1412.sdf	8	40°C	[(0.127, '43'), (0.09, '43'), (0.103, '43')]
6.3.5.2	Escherichia coli	1GPM.pdb	mol_810.sdf	8	40°C	[(0.2, '43'), (0.104, '43'), (0.181, '43')]
6.3.5.2	Escherichia coli	1GPM.pdb	mol_5511.sdf	8.5	37°C	[(0.053, '57'), (0.043, "{21: 'High-level production from a baculovirus expression system and biochemical characterization of human GMP synthetase. Protein Expr,1995', 57: 'Conformational changes involving ammonia tunnel formation and allosteric control in GMP synthetase. Arch. Biochem,2014'}")]
6.4.1.1	Homo sapiens	3BG3.pdb	mol_810.sdf	7.8	37°C	[(0.25, '53'), (0.22, '53')]
6.4.1.1	Homo sapiens	3BG3.pdb	mol_293.sdf	7.8	37°C	[(0.23, '53'), (0.22, '53')]
6.4.1.1	Homo sapiens	3BG3.pdb	mol_4930.sdf	7.8	37°C	[(3.2, '53'), (1.75, '53')]
